core_type,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc_compute,config_id,cost,is_feasible,ipc_latency,ipc_concurrency
MinorCPU,4,inactive,4,32kB,4,1MB,0.501241,850,1277.6,True,0.325972,0.321526
MinorCPU,4,inactive,4,32kB,4,2MB,0.501241,851,2301.6,False,0.348894,0.346481
MinorCPU,4,inactive,4,32kB,8,512kB,0.501241,852,767.2,True,0.305454,0.297507
MinorCPU,4,inactive,4,32kB,8,1MB,0.501241,853,1279.2,True,0.325967,0.320906
MinorCPU,4,inactive,4,32kB,8,2MB,0.501241,854,2303.2,False,0.348894,0.346479
MinorCPU,4,inactive,4,64kB,2,512kB,0.501346,855,797.6,True,0.306097,0.299574
MinorCPU,4,inactive,4,64kB,2,1MB,0.501346,856,1309.6,True,0.326504,0.323134
MinorCPU,4,inactive,4,64kB,2,2MB,0.501346,857,2333.6,False,0.348926,0.346493
MinorCPU,4,inactive,4,64kB,4,512kB,0.501346,858,799.2,True,0.306078,0.299419
MinorCPU,4,inactive,4,64kB,4,1MB,0.501346,859,1311.2,True,0.326405,0.322935
MinorCPU,4,inactive,4,64kB,4,2MB,0.501346,860,2335.2,False,0.348926,0.346505
MinorCPU,4,inactive,4,64kB,8,512kB,0.501346,861,802.4,True,0.305991,0.298649
MinorCPU,4,inactive,4,64kB,8,1MB,0.501346,862,1314.4,True,0.326454,0.321964
MinorCPU,4,inactive,4,64kB,8,2MB,0.501346,863,2338.4,False,0.348919,0.346503
MinorCPU,4,inactive,8,16kB,2,512kB,0.501047,864,768.4,True,0.305224,0.297384
MinorCPU,4,inactive,8,16kB,2,1MB,0.501047,865,1280.4,True,0.325763,0.320906
MinorCPU,4,inactive,8,16kB,2,2MB,0.501047,866,2304.4,False,0.348822,0.346326
MinorCPU,4,inactive,8,16kB,4,512kB,0.501241,867,768.8,True,0.305333,0.297391
MinorCPU,4,inactive,8,16kB,4,1MB,0.501241,868,1280.8,True,0.325763,0.32086
MinorCPU,4,inactive,8,16kB,4,2MB,0.501241,869,2304.8,False,0.348894,0.346481
MinorCPU,4,inactive,8,16kB,8,512kB,0.501241,870,769.6,True,0.305333,0.297376
MinorCPU,4,inactive,8,16kB,8,1MB,0.501241,871,1281.6,True,0.325817,0.320737
MinorCPU,4,inactive,8,16kB,8,2MB,0.501241,872,2305.6,False,0.348894,0.346481
MinorCPU,4,inactive,8,32kB,2,512kB,0.501241,873,784.8,True,0.305533,0.298245
MinorCPU,4,inactive,8,32kB,2,1MB,0.501241,874,1296.8,True,0.326005,0.321863
MinorCPU,4,inactive,8,32kB,2,2MB,0.501241,875,2320.8,False,0.348894,0.346481
MinorCPU,4,inactive,8,32kB,4,512kB,0.501241,876,785.6,True,0.305475,0.298063
MinorCPU,4,inactive,8,32kB,4,1MB,0.501241,877,1297.6,True,0.325972,0.321526
MinorCPU,4,inactive,8,32kB,4,2MB,0.501241,878,2321.6,False,0.348894,0.346481
MinorCPU,4,inactive,8,32kB,8,512kB,0.501241,879,787.2,True,0.305454,0.297507
MinorCPU,4,inactive,8,32kB,8,1MB,0.501241,880,1299.2,True,0.325967,0.320906
MinorCPU,4,inactive,8,32kB,8,2MB,0.501241,881,2323.2,False,0.348894,0.346479
MinorCPU,4,inactive,8,64kB,2,512kB,0.501346,882,817.6,True,0.306097,0.299574
MinorCPU,4,inactive,8,64kB,2,1MB,0.501346,883,1329.6,True,0.326504,0.323134
MinorCPU,4,inactive,8,64kB,2,2MB,0.501346,884,2353.6,False,0.348926,0.346493
MinorCPU,4,inactive,8,64kB,4,512kB,0.501346,885,819.2,True,0.306078,0.299419
MinorCPU,4,inactive,8,64kB,4,1MB,0.501346,886,1331.2,True,0.326405,0.322935
MinorCPU,4,inactive,8,64kB,4,2MB,0.501346,887,2355.2,False,0.348926,0.346505
MinorCPU,4,inactive,8,64kB,8,512kB,0.501346,888,822.4,True,0.305991,0.298649
MinorCPU,4,inactive,8,64kB,8,1MB,0.501346,889,1334.4,True,0.326454,0.321964
MinorCPU,4,inactive,8,64kB,8,2MB,0.501346,890,2358.4,False,0.348919,0.346503
MinorCPU,8,inactive,2,16kB,2,512kB,0.5059,891,938.4,True,0.305218,0.297204
MinorCPU,8,inactive,2,16kB,2,1MB,0.5059,892,1450.4,True,0.32568,0.320733
MinorCPU,8,inactive,2,16kB,2,2MB,0.5059,893,2474.4,False,0.348865,0.346099
MinorCPU,8,inactive,2,16kB,4,512kB,0.5059,894,938.8,True,0.305211,0.296997
MinorCPU,8,inactive,2,16kB,4,1MB,0.5059,895,1450.8,True,0.325676,0.320499
MinorCPU,8,inactive,2,16kB,4,2MB,0.5059,896,2474.8,False,0.348865,0.346099
MinorCPU,8,inactive,2,16kB,8,512kB,0.5059,897,939.6,True,0.305211,0.296898
MinorCPU,8,inactive,2,16kB,8,1MB,0.5059,898,1451.6,True,0.325695,0.320376
MinorCPU,8,inactive,2,16kB,8,2MB,0.5059,899,2475.6,False,0.348865,0.346099
MinorCPU,8,inactive,2,32kB,2,512kB,0.5059,900,954.8,True,0.305531,0.297944
MinorCPU,8,inactive,2,32kB,2,1MB,0.5059,901,1466.8,True,0.325997,0.321636
MinorCPU,8,inactive,2,32kB,2,2MB,0.5059,902,2490.8,False,0.348865,0.346099
MinorCPU,8,inactive,2,32kB,4,512kB,0.5059,903,955.6,True,0.305468,0.297755
MinorCPU,8,inactive,2,32kB,4,1MB,0.5059,904,1467.6,True,0.325958,0.321286
MinorCPU,8,inactive,2,32kB,4,2MB,0.5059,905,2491.6,False,0.348865,0.346099
MinorCPU,8,inactive,2,32kB,8,512kB,0.5059,906,957.2,True,0.30545,0.297204
MinorCPU,8,inactive,2,32kB,8,1MB,0.5059,907,1469.2,True,0.325958,0.320781
MinorCPU,8,inactive,2,32kB,8,2MB,0.5059,908,2493.2,False,0.348865,0.346098
MinorCPU,8,inactive,2,64kB,2,512kB,0.506019,909,987.6,True,0.306041,0.299233
MinorCPU,8,inactive,2,64kB,2,1MB,0.506019,910,1499.6,True,0.326461,0.322786
MinorCPU,8,inactive,2,64kB,2,2MB,0.506019,911,2523.6,False,0.348887,0.346099
MinorCPU,8,inactive,2,64kB,4,512kB,0.506041,912,989.2,True,0.306026,0.299414
MinorCPU,8,inactive,2,64kB,4,1MB,0.506041,913,1501.2,False,0.326409,0.322854
MinorCPU,8,inactive,2,64kB,4,2MB,0.506041,914,2525.2,False,0.348906,0.346478
MinorCPU,8,inactive,2,64kB,8,512kB,0.506041,915,992.4,True,0.30596,0.298638
MinorCPU,8,inactive,2,64kB,8,1MB,0.506041,916,1504.4,False,0.326359,0.321954
MinorCPU,8,inactive,2,64kB,8,2MB,0.506041,917,2528.4,False,0.348906,0.346475
MinorCPU,8,inactive,4,16kB,2,512kB,0.5059,918,948.4,True,0.305218,0.297204
MinorCPU,8,inactive,4,16kB,2,1MB,0.5059,919,1460.4,True,0.32568,0.320733
MinorCPU,8,inactive,4,16kB,2,2MB,0.5059,920,2484.4,False,0.348865,0.346099
MinorCPU,8,inactive,4,16kB,4,512kB,0.5059,921,948.8,True,0.305211,0.296997
MinorCPU,8,inactive,4,16kB,4,1MB,0.5059,922,1460.8,True,0.325676,0.320499
MinorCPU,8,inactive,4,16kB,4,2MB,0.5059,923,2484.8,False,0.348865,0.346099
MinorCPU,8,inactive,4,16kB,8,512kB,0.5059,924,949.6,True,0.305211,0.296898
MinorCPU,8,inactive,4,16kB,8,1MB,0.5059,925,1461.6,True,0.325695,0.320376
MinorCPU,8,inactive,4,16kB,8,2MB,0.5059,926,2485.6,False,0.348865,0.346099
MinorCPU,8,inactive,4,32kB,2,512kB,0.5059,927,964.8,True,0.305531,0.297944
MinorCPU,8,inactive,4,32kB,2,1MB,0.5059,928,1476.8,True,0.325997,0.321636
MinorCPU,8,inactive,4,32kB,2,2MB,0.5059,929,2500.8,False,0.348865,0.346099
MinorCPU,8,inactive,4,32kB,4,512kB,0.5059,930,965.6,True,0.305468,0.297755
MinorCPU,8,inactive,4,32kB,4,1MB,0.5059,931,1477.6,True,0.325958,0.321286
MinorCPU,8,inactive,4,32kB,4,2MB,0.5059,932,2501.6,False,0.348865,0.346099
MinorCPU,8,inactive,4,32kB,8,512kB,0.5059,933,967.2,True,0.30545,0.297204
MinorCPU,8,inactive,4,32kB,8,1MB,0.5059,934,1479.2,True,0.325958,0.320781
MinorCPU,8,inactive,4,32kB,8,2MB,0.5059,935,2503.2,False,0.348865,0.346098
MinorCPU,8,inactive,4,64kB,2,512kB,0.506019,936,997.6,True,0.306041,0.299233
MinorCPU,8,inactive,4,64kB,2,1MB,0.506019,937,1509.6,False,0.326461,0.322786
MinorCPU,8,inactive,4,64kB,2,2MB,0.506019,938,2533.6,False,0.348887,0.346099
MinorCPU,8,inactive,4,64kB,4,512kB,0.506041,939,999.2,True,0.306026,0.299414
MinorCPU,8,inactive,4,64kB,4,1MB,0.506041,940,1511.2,False,0.326409,0.322854
MinorCPU,8,inactive,4,64kB,4,2MB,0.506041,941,2535.2,False,0.348906,0.346478
MinorCPU,8,inactive,4,64kB,8,512kB,0.506041,942,1002.4,True,0.30596,0.298638
MinorCPU,8,inactive,4,64kB,8,1MB,0.506041,943,1514.4,False,0.326359,0.321954
MinorCPU,8,inactive,4,64kB,8,2MB,0.506041,944,2538.4,False,0.348906,0.346475
MinorCPU,8,inactive,8,16kB,2,512kB,0.5059,945,968.4,True,0.305218,0.297204
MinorCPU,8,inactive,8,16kB,2,1MB,0.5059,946,1480.4,True,0.32568,0.320733
MinorCPU,8,inactive,8,16kB,2,2MB,0.5059,947,2504.4,False,0.348865,0.346099
MinorCPU,8,inactive,8,16kB,4,512kB,0.5059,948,968.8,True,0.305211,0.296997
MinorCPU,8,inactive,8,16kB,4,1MB,0.5059,949,1480.8,True,0.325676,0.320499
MinorCPU,8,inactive,8,16kB,4,2MB,0.5059,950,2504.8,False,0.348865,0.346099
MinorCPU,8,inactive,8,16kB,8,512kB,0.5059,951,969.6,True,0.305211,0.296898
MinorCPU,8,inactive,8,16kB,8,1MB,0.5059,952,1481.6,True,0.325695,0.320376
MinorCPU,8,inactive,8,16kB,8,2MB,0.5059,953,2505.6,False,0.348865,0.346099
MinorCPU,8,inactive,8,32kB,2,512kB,0.5059,954,984.8,True,0.305531,0.297944
MinorCPU,8,inactive,8,32kB,2,1MB,0.5059,955,1496.8,True,0.325997,0.321636
MinorCPU,8,inactive,8,32kB,2,2MB,0.5059,956,2520.8,False,0.348865,0.346099
MinorCPU,8,inactive,8,32kB,4,512kB,0.5059,957,985.6,True,0.305468,0.297755
MinorCPU,8,inactive,8,32kB,4,1MB,0.5059,958,1497.6,True,0.325958,0.321286
MinorCPU,8,inactive,8,32kB,4,2MB,0.5059,959,2521.6,False,0.348865,0.346099
MinorCPU,8,inactive,8,32kB,8,512kB,0.5059,960,987.2,True,0.30545,0.297204
MinorCPU,8,inactive,8,32kB,8,1MB,0.5059,961,1499.2,True,0.325958,0.320781
MinorCPU,8,inactive,8,32kB,8,2MB,0.5059,962,2523.2,False,0.348865,0.346098
MinorCPU,8,inactive,8,64kB,2,512kB,0.506019,963,1017.6,True,0.306041,0.299233
MinorCPU,8,inactive,8,64kB,2,1MB,0.506019,964,1529.6,False,0.326461,0.322786
MinorCPU,8,inactive,8,64kB,2,2MB,0.506019,965,2553.6,False,0.348887,0.346099
MinorCPU,8,inactive,8,64kB,4,512kB,0.506041,966,1019.2,True,0.306026,0.299414
MinorCPU,8,inactive,8,64kB,4,1MB,0.506041,967,1531.2,False,0.326409,0.322854
MinorCPU,8,inactive,8,64kB,4,2MB,0.506041,968,2555.2,False,0.348906,0.346478
MinorCPU,8,inactive,8,64kB,8,512kB,0.506041,969,1022.4,True,0.30596,0.298638
MinorCPU,8,inactive,8,64kB,8,1MB,0.506041,970,1534.4,False,0.326359,0.321954
MinorCPU,8,inactive,8,64kB,8,2MB,0.506041,971,2558.4,False,0.348906,0.346475
