config_id,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc
487,8,32,2,16kB,2,1MB,0.536717
488,8,32,2,16kB,2,2MB,0.608623
489,8,32,2,16kB,4,512kB,0.479068
490,8,32,2,16kB,4,1MB,0.536633
491,8,32,2,16kB,4,2MB,0.608772
492,8,32,2,16kB,8,512kB,0.479068
493,8,32,2,16kB,8,1MB,0.536578
494,8,32,2,16kB,8,2MB,0.608772
495,8,32,2,32kB,2,512kB,0.48043
496,8,32,2,32kB,2,1MB,0.537531
497,8,32,2,32kB,2,2MB,0.608791
498,8,32,2,32kB,4,512kB,0.480461
499,8,32,2,32kB,4,1MB,0.53766
500,8,32,2,32kB,4,2MB,0.608791
501,8,32,2,32kB,8,512kB,0.480505
502,8,32,2,32kB,8,1MB,0.537545
503,8,32,2,32kB,8,2MB,0.608791
504,8,32,2,64kB,2,512kB,0.481948
505,8,32,2,64kB,2,1MB,0.538984
506,8,32,2,64kB,2,2MB,0.608966
507,8,32,2,64kB,4,512kB,0.481939
508,8,32,2,64kB,4,1MB,0.538906
509,8,32,2,64kB,4,2MB,0.608959
510,8,32,2,64kB,8,512kB,0.481546
511,8,32,2,64kB,8,1MB,0.538614
512,8,32,2,64kB,8,2MB,0.608957
513,8,32,4,16kB,2,512kB,0.479989
514,8,32,4,16kB,2,1MB,0.536594
515,8,32,4,16kB,2,2MB,0.608772
516,8,32,4,16kB,4,512kB,0.479758
517,8,32,4,16kB,4,1MB,0.536666
518,8,32,4,16kB,4,2MB,0.60902
519,8,32,4,16kB,8,512kB,0.479195
520,8,32,4,16kB,8,1MB,0.536718
521,8,32,4,16kB,8,2MB,0.60902
522,8,32,4,32kB,2,512kB,0.480461
523,8,32,4,32kB,2,1MB,0.537692
524,8,32,4,32kB,2,2MB,0.609037
525,8,32,4,32kB,4,512kB,0.480479
526,8,32,4,32kB,4,1MB,0.537692
527,8,32,4,32kB,4,2MB,0.609032
528,8,32,4,32kB,8,512kB,0.480523
529,8,32,4,32kB,8,1MB,0.537649
530,8,32,4,32kB,8,2MB,0.609032
531,8,32,4,64kB,2,512kB,0.481885
532,8,32,4,64kB,2,1MB,0.539153
533,8,32,4,64kB,2,2MB,0.609093
