core_type,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc,config_id,cost,is_feasible
DerivO3CPU,8,128,8,32kB,2,1MB,0.602632,712,1688.8,False
DerivO3CPU,8,128,8,32kB,2,2MB,0.645734,713,2712.8,False
DerivO3CPU,8,128,8,32kB,4,512kB,0.583638,714,1177.6,True
DerivO3CPU,8,128,8,32kB,4,1MB,0.602435,715,1689.6,False
DerivO3CPU,8,128,8,32kB,4,2MB,0.64573,716,2713.6,False
DerivO3CPU,8,128,8,32kB,8,512kB,0.583506,717,1179.2,True
DerivO3CPU,8,128,8,32kB,8,1MB,0.602689,718,1691.2,False
DerivO3CPU,8,128,8,32kB,8,2MB,0.645723,719,2715.2,False
DerivO3CPU,8,128,8,64kB,2,512kB,0.585334,720,1209.6,True
DerivO3CPU,8,128,8,64kB,2,1MB,0.604396,721,1721.6,False
DerivO3CPU,8,128,8,64kB,2,2MB,0.645755,722,2745.6,False
DerivO3CPU,8,128,8,64kB,4,512kB,0.584348,723,1211.2,True
DerivO3CPU,8,128,8,64kB,4,1MB,0.604145,724,1723.2,False
DerivO3CPU,8,128,8,64kB,4,2MB,0.645755,725,2747.2,False
DerivO3CPU,8,128,8,64kB,8,512kB,0.585698,726,1214.4,True
DerivO3CPU,8,128,8,64kB,8,1MB,0.603527,727,1726.4,False
DerivO3CPU,8,128,8,64kB,8,2MB,0.645735,728,2750.4,False
MinorCPU,2,inactive,2,16kB,2,512kB,0.293776,729,638.4,True
MinorCPU,2,inactive,2,16kB,2,1MB,0.3168,730,1150.4,True
MinorCPU,2,inactive,2,16kB,2,2MB,0.341565,731,2174.4,False
MinorCPU,2,inactive,2,16kB,4,512kB,0.293577,732,638.8,True
MinorCPU,2,inactive,2,16kB,4,1MB,0.316498,733,1150.8,True
MinorCPU,2,inactive,2,16kB,4,2MB,0.341565,734,2174.8,False
MinorCPU,2,inactive,2,16kB,8,512kB,0.293471,735,639.6,True
MinorCPU,2,inactive,2,16kB,8,1MB,0.316418,736,1151.6,True
MinorCPU,2,inactive,2,16kB,8,2MB,0.341565,737,2175.6,False
MinorCPU,2,inactive,2,32kB,2,512kB,0.294504,738,654.8,True
MinorCPU,2,inactive,2,32kB,2,1MB,0.317576,739,1166.8,True
MinorCPU,2,inactive,2,32kB,2,2MB,0.341565,740,2190.8,False
MinorCPU,2,inactive,2,32kB,4,512kB,0.294266,741,655.6,True
MinorCPU,2,inactive,2,32kB,4,1MB,0.317252,742,1167.6,True
MinorCPU,2,inactive,2,32kB,4,2MB,0.341565,743,2191.6,False
MinorCPU,2,inactive,2,32kB,8,512kB,0.293781,744,657.2,True
MinorCPU,2,inactive,2,32kB,8,1MB,0.316644,745,1169.2,True
MinorCPU,2,inactive,2,32kB,8,2MB,0.341563,746,2193.2,False
MinorCPU,2,inactive,2,64kB,2,512kB,0.295677,747,687.6,True
MinorCPU,2,inactive,2,64kB,2,1MB,0.318664,748,1199.6,True
MinorCPU,2,inactive,2,64kB,2,2MB,0.341577,749,2223.6,False
MinorCPU,2,inactive,2,64kB,4,512kB,0.295516,750,689.2,True
MinorCPU,2,inactive,2,64kB,4,1MB,0.318555,751,1201.2,True
MinorCPU,2,inactive,2,64kB,4,2MB,0.341589,752,2225.2,False
MinorCPU,2,inactive,2,64kB,8,512kB,0.294649,753,692.4,True
MinorCPU,2,inactive,2,64kB,8,1MB,0.317568,754,1204.4,True
MinorCPU,2,inactive,2,64kB,8,2MB,0.341586,755,2228.4,False
MinorCPU,2,inactive,4,16kB,2,512kB,0.293776,756,648.4,True
MinorCPU,2,inactive,4,16kB,2,1MB,0.3168,757,1160.4,True
MinorCPU,2,inactive,4,16kB,2,2MB,0.341565,758,2184.4,False
MinorCPU,2,inactive,4,16kB,4,512kB,0.293577,759,648.8,True
MinorCPU,2,inactive,4,16kB,4,1MB,0.316498,760,1160.8,True
MinorCPU,2,inactive,4,16kB,4,2MB,0.341565,761,2184.8,False
MinorCPU,2,inactive,4,16kB,8,512kB,0.293471,762,649.6,True
MinorCPU,2,inactive,4,16kB,8,1MB,0.316418,763,1161.6,True
MinorCPU,2,inactive,4,16kB,8,2MB,0.341565,764,2185.6,False
MinorCPU,2,inactive,4,32kB,2,512kB,0.294504,765,664.8,True
MinorCPU,2,inactive,4,32kB,2,1MB,0.317576,766,1176.8,True
MinorCPU,2,inactive,4,32kB,2,2MB,0.341565,767,2200.8,False
MinorCPU,2,inactive,4,32kB,4,512kB,0.294266,768,665.6,True
MinorCPU,2,inactive,4,32kB,4,1MB,0.317252,769,1177.6,True
MinorCPU,2,inactive,4,32kB,4,2MB,0.341565,770,2201.6,False
MinorCPU,2,inactive,4,32kB,8,512kB,0.293781,771,667.2,True
MinorCPU,2,inactive,4,32kB,8,1MB,0.316644,772,1179.2,True
MinorCPU,2,inactive,4,32kB,8,2MB,0.341563,773,2203.2,False
MinorCPU,2,inactive,4,64kB,2,512kB,0.295677,774,697.6,True
MinorCPU,2,inactive,4,64kB,2,1MB,0.318664,775,1209.6,True
MinorCPU,2,inactive,4,64kB,2,2MB,0.341577,776,2233.6,False
MinorCPU,2,inactive,4,64kB,4,512kB,0.295516,777,699.2,True
MinorCPU,2,inactive,4,64kB,4,1MB,0.318555,778,1211.2,True
MinorCPU,2,inactive,4,64kB,4,2MB,0.341589,779,2235.2,False
MinorCPU,2,inactive,4,64kB,8,512kB,0.294649,780,702.4,True
MinorCPU,2,inactive,4,64kB,8,1MB,0.317568,781,1214.4,True
MinorCPU,2,inactive,4,64kB,8,2MB,0.341586,782,2238.4,False
MinorCPU,2,inactive,8,16kB,2,512kB,0.293776,783,668.4,True
MinorCPU,2,inactive,8,16kB,2,1MB,0.3168,784,1180.4,True
MinorCPU,2,inactive,8,16kB,2,2MB,0.341565,785,2204.4,False
MinorCPU,2,inactive,8,16kB,4,512kB,0.293577,786,668.8,True
MinorCPU,2,inactive,8,16kB,4,1MB,0.316498,787,1180.8,True
MinorCPU,2,inactive,8,16kB,4,2MB,0.341565,788,2204.8,False
MinorCPU,2,inactive,8,16kB,8,512kB,0.293471,789,669.6,True
MinorCPU,2,inactive,8,16kB,8,1MB,0.316418,790,1181.6,True
MinorCPU,2,inactive,8,16kB,8,2MB,0.341565,791,2205.6,False
MinorCPU,2,inactive,8,32kB,2,512kB,0.294504,792,684.8,True
MinorCPU,2,inactive,8,32kB,2,1MB,0.317576,793,1196.8,True
MinorCPU,2,inactive,8,32kB,2,2MB,0.341565,794,2220.8,False
MinorCPU,2,inactive,8,32kB,4,512kB,0.294266,795,685.6,True
MinorCPU,2,inactive,8,32kB,4,1MB,0.317252,796,1197.6,True
MinorCPU,2,inactive,8,32kB,4,2MB,0.341565,797,2221.6,False
MinorCPU,2,inactive,8,32kB,8,512kB,0.293781,798,687.2,True
MinorCPU,2,inactive,8,32kB,8,1MB,0.316644,799,1199.2,True
MinorCPU,2,inactive,8,32kB,8,2MB,0.341563,800,2223.2,False
MinorCPU,2,inactive,8,64kB,2,512kB,0.295677,801,717.6,True
MinorCPU,2,inactive,8,64kB,2,1MB,0.318664,802,1229.6,True
MinorCPU,2,inactive,8,64kB,2,2MB,0.341577,803,2253.6,False
MinorCPU,2,inactive,8,64kB,4,512kB,0.295516,804,719.2,True
MinorCPU,2,inactive,8,64kB,4,1MB,0.318555,805,1231.2,True
MinorCPU,2,inactive,8,64kB,4,2MB,0.341589,806,2255.2,False
MinorCPU,2,inactive,8,64kB,8,512kB,0.294649,807,722.4,True
MinorCPU,2,inactive,8,64kB,8,1MB,0.317568,808,1234.4,True
MinorCPU,2,inactive,8,64kB,8,2MB,0.341586,809,2258.4,False
MinorCPU,4,inactive,2,16kB,2,512kB,0.297384,810,738.4,True
MinorCPU,4,inactive,2,16kB,2,1MB,0.320906,811,1250.4,True
MinorCPU,4,inactive,2,16kB,2,2MB,0.346326,812,2274.4,False
MinorCPU,4,inactive,2,16kB,4,512kB,0.297391,813,738.8,True
MinorCPU,4,inactive,2,16kB,4,1MB,0.32086,814,1250.8,True
MinorCPU,4,inactive,2,16kB,4,2MB,0.346481,815,2274.8,False
MinorCPU,4,inactive,2,16kB,8,512kB,0.297376,816,739.6,True
MinorCPU,4,inactive,2,16kB,8,1MB,0.320737,817,1251.6,True
MinorCPU,4,inactive,2,16kB,8,2MB,0.346481,818,2275.6,False
MinorCPU,4,inactive,2,32kB,2,512kB,0.298245,819,754.8,True
MinorCPU,4,inactive,2,32kB,2,1MB,0.321863,820,1266.8,True
MinorCPU,4,inactive,2,32kB,2,2MB,0.346481,821,2290.8,False
MinorCPU,4,inactive,2,32kB,4,512kB,0.298063,822,755.6,True
MinorCPU,4,inactive,2,32kB,4,1MB,0.321526,823,1267.6,True
MinorCPU,4,inactive,2,32kB,4,2MB,0.346481,824,2291.6,False
MinorCPU,4,inactive,2,32kB,8,512kB,0.297507,825,757.2,True
MinorCPU,4,inactive,2,32kB,8,1MB,0.320906,826,1269.2,True
MinorCPU,4,inactive,2,32kB,8,2MB,0.346479,827,2293.2,False
MinorCPU,4,inactive,2,64kB,2,512kB,0.299574,828,787.6,True
MinorCPU,4,inactive,2,64kB,2,1MB,0.323134,829,1299.6,True
MinorCPU,4,inactive,2,64kB,2,2MB,0.346493,830,2323.6,False
MinorCPU,4,inactive,2,64kB,4,512kB,0.299419,831,789.2,True
MinorCPU,4,inactive,2,64kB,4,1MB,0.322935,832,1301.2,True
MinorCPU,4,inactive,2,64kB,4,2MB,0.346505,833,2325.2,False
MinorCPU,4,inactive,2,64kB,8,512kB,0.298649,834,792.4,True
MinorCPU,4,inactive,2,64kB,8,1MB,0.321964,835,1304.4,True
MinorCPU,4,inactive,2,64kB,8,2MB,0.346503,836,2328.4,False
MinorCPU,4,inactive,4,16kB,2,512kB,0.297384,837,748.4,True
MinorCPU,4,inactive,4,16kB,2,1MB,0.320906,838,1260.4,True
MinorCPU,4,inactive,4,16kB,2,2MB,0.346326,839,2284.4,False
MinorCPU,4,inactive,4,16kB,4,512kB,0.297391,840,748.8,True
MinorCPU,4,inactive,4,16kB,4,1MB,0.32086,841,1260.8,True
MinorCPU,4,inactive,4,16kB,4,2MB,0.346481,842,2284.8,False
MinorCPU,4,inactive,4,16kB,8,512kB,0.297376,843,749.6,True
MinorCPU,4,inactive,4,16kB,8,1MB,0.320737,844,1261.6,True
MinorCPU,4,inactive,4,16kB,8,2MB,0.346481,845,2285.6,False
MinorCPU,4,inactive,4,32kB,2,512kB,0.298245,846,764.8,True
MinorCPU,4,inactive,4,32kB,2,1MB,0.321863,847,1276.8,True
MinorCPU,4,inactive,4,32kB,2,2MB,0.346481,848,2300.8,False
MinorCPU,4,inactive,4,32kB,4,512kB,0.298063,849,765.6,True
MinorCPU,4,inactive,4,32kB,4,1MB,0.321526,850,1277.6,True
MinorCPU,4,inactive,4,32kB,4,2MB,0.346481,851,2301.6,False
MinorCPU,4,inactive,4,32kB,8,512kB,0.297507,852,767.2,True
MinorCPU,4,inactive,4,32kB,8,1MB,0.320906,853,1279.2,True
MinorCPU,4,inactive,4,32kB,8,2MB,0.346479,854,2303.2,False
MinorCPU,4,inactive,4,64kB,2,512kB,0.299574,855,797.6,True
MinorCPU,4,inactive,4,64kB,2,1MB,0.323134,856,1309.6,True
MinorCPU,4,inactive,4,64kB,2,2MB,0.346493,857,2333.6,False
MinorCPU,4,inactive,4,64kB,4,512kB,0.299419,858,799.2,True
MinorCPU,4,inactive,4,64kB,4,1MB,0.322935,859,1311.2,True
MinorCPU,4,inactive,4,64kB,4,2MB,0.346505,860,2335.2,False
MinorCPU,4,inactive,4,64kB,8,512kB,0.298649,861,802.4,True
MinorCPU,4,inactive,4,64kB,8,1MB,0.321964,862,1314.4,True
MinorCPU,4,inactive,4,64kB,8,2MB,0.346503,863,2338.4,False
MinorCPU,4,inactive,8,16kB,2,512kB,0.297384,864,768.4,True
MinorCPU,4,inactive,8,16kB,2,1MB,0.320906,865,1280.4,True
MinorCPU,4,inactive,8,16kB,2,2MB,0.346326,866,2304.4,False
MinorCPU,4,inactive,8,16kB,4,512kB,0.297391,867,768.8,True
MinorCPU,4,inactive,8,16kB,4,1MB,0.32086,868,1280.8,True
MinorCPU,4,inactive,8,16kB,4,2MB,0.346481,869,2304.8,False
MinorCPU,4,inactive,8,16kB,8,512kB,0.297376,870,769.6,True
MinorCPU,4,inactive,8,16kB,8,1MB,0.320737,871,1281.6,True
MinorCPU,4,inactive,8,16kB,8,2MB,0.346481,872,2305.6,False
MinorCPU,4,inactive,8,32kB,2,512kB,0.298245,873,784.8,True
MinorCPU,4,inactive,8,32kB,2,1MB,0.321863,874,1296.8,True
MinorCPU,4,inactive,8,32kB,2,2MB,0.346481,875,2320.8,False
MinorCPU,4,inactive,8,32kB,4,512kB,0.298063,876,785.6,True
MinorCPU,4,inactive,8,32kB,4,1MB,0.321526,877,1297.6,True
MinorCPU,4,inactive,8,32kB,4,2MB,0.346481,878,2321.6,False
MinorCPU,4,inactive,8,32kB,8,512kB,0.297507,879,787.2,True
MinorCPU,4,inactive,8,32kB,8,1MB,0.320906,880,1299.2,True
MinorCPU,4,inactive,8,32kB,8,2MB,0.346479,881,2323.2,False
MinorCPU,4,inactive,8,64kB,2,512kB,0.299574,882,817.6,True
MinorCPU,4,inactive,8,64kB,2,1MB,0.323134,883,1329.6,True
MinorCPU,4,inactive,8,64kB,2,2MB,0.346493,884,2353.6,False
MinorCPU,4,inactive,8,64kB,4,512kB,0.299419,885,819.2,True
MinorCPU,4,inactive,8,64kB,4,1MB,0.322935,886,1331.2,True
MinorCPU,4,inactive,8,64kB,4,2MB,0.346505,887,2355.2,False
MinorCPU,4,inactive,8,64kB,8,512kB,0.298649,888,822.4,True
MinorCPU,4,inactive,8,64kB,8,1MB,0.321964,889,1334.4,True
MinorCPU,4,inactive,8,64kB,8,2MB,0.346503,890,2358.4,False
MinorCPU,8,inactive,2,16kB,2,512kB,0.297204,891,938.4,True
MinorCPU,8,inactive,2,16kB,2,1MB,0.320733,892,1450.4,True
MinorCPU,8,inactive,2,16kB,2,2MB,0.346099,893,2474.4,False
MinorCPU,8,inactive,2,16kB,4,512kB,0.296997,894,938.8,True
MinorCPU,8,inactive,2,16kB,4,1MB,0.320499,895,1450.8,True
MinorCPU,8,inactive,2,16kB,4,2MB,0.346099,896,2474.8,False
MinorCPU,8,inactive,2,16kB,8,512kB,0.296898,897,939.6,True
MinorCPU,8,inactive,2,16kB,8,1MB,0.320376,898,1451.6,True
MinorCPU,8,inactive,2,16kB,8,2MB,0.346099,899,2475.6,False
MinorCPU,8,inactive,2,32kB,2,512kB,0.297944,900,954.8,True
MinorCPU,8,inactive,2,32kB,2,1MB,0.321636,901,1466.8,True
MinorCPU,8,inactive,2,32kB,2,2MB,0.346099,902,2490.8,False
MinorCPU,8,inactive,2,32kB,4,512kB,0.297755,903,955.6,True
MinorCPU,8,inactive,2,32kB,4,1MB,0.321286,904,1467.6,True
MinorCPU,8,inactive,2,32kB,4,2MB,0.346099,905,2491.6,False
MinorCPU,8,inactive,2,32kB,8,512kB,0.297204,906,957.2,True
MinorCPU,8,inactive,2,32kB,8,1MB,0.320781,907,1469.2,True
MinorCPU,8,inactive,2,32kB,8,2MB,0.346098,908,2493.2,False
MinorCPU,8,inactive,2,64kB,2,512kB,0.299233,909,987.6,True
MinorCPU,8,inactive,2,64kB,2,1MB,0.322786,910,1499.6,True
MinorCPU,8,inactive,2,64kB,2,2MB,0.346099,911,2523.6,False
MinorCPU,8,inactive,2,64kB,4,512kB,0.299414,912,989.2,True
MinorCPU,8,inactive,2,64kB,4,1MB,0.322854,913,1501.2,False
MinorCPU,8,inactive,2,64kB,4,2MB,0.346478,914,2525.2,False
MinorCPU,8,inactive,2,64kB,8,512kB,0.298638,915,992.4,True
MinorCPU,8,inactive,2,64kB,8,1MB,0.321954,916,1504.4,False
MinorCPU,8,inactive,2,64kB,8,2MB,0.346475,917,2528.4,False
MinorCPU,8,inactive,4,16kB,2,512kB,0.297204,918,948.4,True
MinorCPU,8,inactive,4,16kB,2,1MB,0.320733,919,1460.4,True
MinorCPU,8,inactive,4,16kB,2,2MB,0.346099,920,2484.4,False
MinorCPU,8,inactive,4,16kB,4,512kB,0.296997,921,948.8,True
MinorCPU,8,inactive,4,16kB,4,1MB,0.320499,922,1460.8,True
MinorCPU,8,inactive,4,16kB,4,2MB,0.346099,923,2484.8,False
MinorCPU,8,inactive,4,16kB,8,512kB,0.296898,924,949.6,True
MinorCPU,8,inactive,4,16kB,8,1MB,0.320376,925,1461.6,True
MinorCPU,8,inactive,4,16kB,8,2MB,0.346099,926,2485.6,False
MinorCPU,8,inactive,4,32kB,2,512kB,0.297944,927,964.8,True
MinorCPU,8,inactive,4,32kB,2,1MB,0.321636,928,1476.8,True
MinorCPU,8,inactive,4,32kB,2,2MB,0.346099,929,2500.8,False
MinorCPU,8,inactive,4,32kB,4,512kB,0.297755,930,965.6,True
MinorCPU,8,inactive,4,32kB,4,1MB,0.321286,931,1477.6,True
MinorCPU,8,inactive,4,32kB,4,2MB,0.346099,932,2501.6,False
MinorCPU,8,inactive,4,32kB,8,512kB,0.297204,933,967.2,True
MinorCPU,8,inactive,4,32kB,8,1MB,0.320781,934,1479.2,True
MinorCPU,8,inactive,4,32kB,8,2MB,0.346098,935,2503.2,False
MinorCPU,8,inactive,4,64kB,2,512kB,0.299233,936,997.6,True
MinorCPU,8,inactive,4,64kB,2,1MB,0.322786,937,1509.6,False
MinorCPU,8,inactive,4,64kB,2,2MB,0.346099,938,2533.6,False
MinorCPU,8,inactive,4,64kB,4,512kB,0.299414,939,999.2,True
MinorCPU,8,inactive,4,64kB,4,1MB,0.322854,940,1511.2,False
MinorCPU,8,inactive,4,64kB,4,2MB,0.346478,941,2535.2,False
MinorCPU,8,inactive,4,64kB,8,512kB,0.298638,942,1002.4,True
MinorCPU,8,inactive,4,64kB,8,1MB,0.321954,943,1514.4,False
MinorCPU,8,inactive,4,64kB,8,2MB,0.346475,944,2538.4,False
MinorCPU,8,inactive,8,16kB,2,512kB,0.297204,945,968.4,True
MinorCPU,8,inactive,8,16kB,2,1MB,0.320733,946,1480.4,True
MinorCPU,8,inactive,8,16kB,2,2MB,0.346099,947,2504.4,False
MinorCPU,8,inactive,8,16kB,4,512kB,0.296997,948,968.8,True
MinorCPU,8,inactive,8,16kB,4,1MB,0.320499,949,1480.8,True
MinorCPU,8,inactive,8,16kB,4,2MB,0.346099,950,2504.8,False
MinorCPU,8,inactive,8,16kB,8,512kB,0.296898,951,969.6,True
MinorCPU,8,inactive,8,16kB,8,1MB,0.320376,952,1481.6,True
MinorCPU,8,inactive,8,16kB,8,2MB,0.346099,953,2505.6,False
MinorCPU,8,inactive,8,32kB,2,512kB,0.297944,954,984.8,True
MinorCPU,8,inactive,8,32kB,2,1MB,0.321636,955,1496.8,True
MinorCPU,8,inactive,8,32kB,2,2MB,0.346099,956,2520.8,False
MinorCPU,8,inactive,8,32kB,4,512kB,0.297755,957,985.6,True
MinorCPU,8,inactive,8,32kB,4,1MB,0.321286,958,1497.6,True
MinorCPU,8,inactive,8,32kB,4,2MB,0.346099,959,2521.6,False
MinorCPU,8,inactive,8,32kB,8,512kB,0.297204,960,987.2,True
MinorCPU,8,inactive,8,32kB,8,1MB,0.320781,961,1499.2,True
MinorCPU,8,inactive,8,32kB,8,2MB,0.346098,962,2523.2,False
MinorCPU,8,inactive,8,64kB,2,512kB,0.299233,963,1017.6,True
MinorCPU,8,inactive,8,64kB,2,1MB,0.322786,964,1529.6,False
MinorCPU,8,inactive,8,64kB,2,2MB,0.346099,965,2553.6,False
MinorCPU,8,inactive,8,64kB,4,512kB,0.299414,966,1019.2,True
MinorCPU,8,inactive,8,64kB,4,1MB,0.322854,967,1531.2,False
MinorCPU,8,inactive,8,64kB,4,2MB,0.346478,968,2555.2,False
MinorCPU,8,inactive,8,64kB,8,512kB,0.298638,969,1022.4,True
MinorCPU,8,inactive,8,64kB,8,1MB,0.321954,970,1534.4,False
MinorCPU,8,inactive,8,64kB,8,2MB,0.346475,971,2558.4,False
